review_id,sentence_id,text,category,polarity,target,from_num,to_num
191,269:1,You can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever.,LAPTOP#GENERAL,positive,,0,0
276,202:0,"It has far exceeded my expectations for power, storage, and abilitiy.",LAPTOP#USABILITY,positive,,0,0
55,231:8,Those moments in thime where you want to throw something against the wall?,LAPTOP#GENERAL,negative,,0,0
214,43:1,"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.",LAPTOP#QUALITY,negative,,0,0
353,380:2,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",LAPTOP#OPERATION_PERFORMANCE,positive,,0,0
301,274:5,"Overall, this is a wonderful computer and definitly worth the purchase!",LAPTOP#GENERAL,positive,,0,0
256,42:9,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,KEYBOARD#USABILITY,negative,,0,0
354,25:3,"1) Payed $2200 for a ""premium"" laptop",LAPTOP#QUALITY,negative,,0,0
105,42:3,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,HARD_DISC#QUALITY,negative,,0,0
383,41:9,"Still, this laptop is perfect for all day use at school and work.",LAPTOP#MISCELLANEOUS,positive,,0,0
212,32:3,I tried to upgrade it to a newer version a couple of months ago and I still have the same problem.,SOFTWARE#OPERATION_PERFORMANCE,negative,,0,0
4,41:3,"It's also very energy efficient, running on a quarter of the power it takes to run a 60 Watt lightbulb.",LAPTOP#OPERATION_PERFORMANCE,positive,,0,0
159,385:4,It works fine with our wireless and they've had not problems.,LAPTOP#GENERAL,positive,,0,0
273,386:3,Battery is not upgradable to a longer life battery.,LAPTOP#USABILITY,negative,,0,0
64,239:9,"Bottom line, I doubt you'd be overly disappointed if you invest in this machine.",LAPTOP#GENERAL,positive,,0,0
333,130:1,in 5 months the connect quality got worse and worse.,LAPTOP#QUALITY,negative,,0,0
349,239:8,"The sound is a bit quiet if you're on a plane, this can easily be overcome with a decent pair of head phones.",MULTIMEDIA_DEVICES#QUALITY,neutral,,0,0
115,43:2,"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",LAPTOP#QUALITY,negative,,0,0
267,348:1,"The only thing I don't understand is that the resolution of the screen isn't high enough for some pages, such as Yahoo!Mail.",DISPLAY#QUALITY,negative,,0,0
40,306:5,"I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, I'd highly recommend checking this out.",LAPTOP#OPERATION_PERFORMANCE,positive,,0,0
235,254:0,"I would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.",BATTERY#OPERATION_PERFORMANCE,positive,,0,0
36,371:1,Screen size is perfect for portable use in any environment.,DISPLAY#DESIGN_FEATURES,positive,,0,0
59,96:1,Got the computer back a month later and it was still broken sent it out again and they repaired it.,SUPPORT#QUALITY,negative,,0,0
295,243:0,It had most of the features and all of the power that I wanted to replace my desktop machine.,LAPTOP#DESIGN_FEATURES,positive,,0,0
308,231:7,"This computer was awful, I would never recomend it to another person.",LAPTOP#GENERAL,negative,,0,0
149,69:4,"The Final Cut Pro on this laptop is so fast and easy, and I can use this to seemlessly transfer all my work to my home computer, which is also a mac.",LAPTOP#USABILITY,positive,,0,0
104,78:1,Love it so far.,LAPTOP#GENERAL,positive,,0,0
207,346:0,Was not happy with one of the programs on it.,SOFTWARE#GENERAL,negative,,0,0
289,254:0,"I would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.",BATTERY#OPERATION_PERFORMANCE,positive,,0,0
105,105:5,Went silently.,MOTHERBOARD#QUALITY,negative,,0,0
84,95:0,It rarely works and when it does it's incredibly slow.,LAPTOP#QUALITY,negative,,0,0
150,230:8,"I wanted to purchase the extended warranty and they refused, because they knew it was trouble.",LAPTOP#GENERAL,negative,,0,0
346,285:3,Perfect trifecta!,LAPTOP#GENERAL,positive,,0,0
286,363:1,For the price and what I get out of it has exceeded my expectations.,LAPTOP#PRICE,neutral,,0,0
134,41:6,"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",OS#USABILITY,positive,,0,0
319,149:4,do not buy you will be disappointed.,LAPTOP#GENERAL,negative,,0,0
105,281:1,Has met or exceeded my needs for a compact travel device.,LAPTOP#USABILITY,positive,,0,0
193,329:0,Its a good laptop for its value.,LAPTOP#PRICE,neutral,,0,0
56,105:4,"A month or so ago, the freaking motherboard just died.",MOTHERBOARD#QUALITY,negative,,0,0
79,185:1,I cannot be happier with the service or product.,SUPPORT#GENERAL,positive,,0,0
197,50:3,"Now the screen is going darker, darker, darker.",DISPLAY#OPERATION_PERFORMANCE,negative,,0,0
327,139:2,Eventually the screen went blank and the computer would not turn on.,LAPTOP#OPERATION_PERFORMANCE,negative,,0,0
89,349:1,At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,MOTHERBOARD#QUALITY,negative,,0,0
104,270:0,The Toshiba Net book operates very well.,LAPTOP#OPERATION_PERFORMANCE,positive,,0,0
390,111:0,This just keeps having it's hard drive replaced!,HARD_DISC#QUALITY,negative,,0,0
267,85:10,"I love my Apple, it is quick and easy to use.",LAPTOP#USABILITY,positive,,0,0
220,256:1,"what an elegant, wonderful machine.",LAPTOP#DESIGN_FEATURES,positive,,0,0
37,231:8,Those moments in thime where you want to throw something against the wall?,LAPTOP#GENERAL,negative,,0,0
299,64:4,Summary: Spend your money elsewhere,LAPTOP#GENERAL,negative,,0,0
13,160:2,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",DISPLAY#QUALITY,positive,,0,0
384,43:1,"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.",LAPTOP#QUALITY,negative,,0,0
73,290:0,I bought my macbook a few months ago and it has been my baby ever since.,LAPTOP#GENERAL,positive,,0,0
348,40:11,"Also it is very good for college students who just need a reliable, easy to use computer.",LAPTOP#USABILITY,positive,,0,0
355,349:1,At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,LAPTOP#QUALITY,negative,,0,0
329,240:1,"One drawback, I wish the keys were backlit.",KEYBOARD#DESIGN_FEATURES,negative,,0,0
25,299:0,Very good quality and well made.,LAPTOP#QUALITY,positive,,0,0
92,214:2,"Otherwise, I love it!",LAPTOP#GENERAL,positive,,0,0
160,173:2,Only thing I would want to add to this is an internal bluray read/write drive.,LAPTOP#DESIGN_FEATURES,neutral,,0,0
303,220:2,I baby my electronics so I know for a fact it was defective and not anything that I did to it.,DISPLAY#QUALITY,negative,,0,0
19,374:3,That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,SUPPORT#QUALITY,negative,,0,0
216,394:15,my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,GRAPHICS#DESIGN_FEATURES,neutral,,0,0
72,371:1,Screen size is perfect for portable use in any environment.,DISPLAY#DESIGN_FEATURES,positive,,0,0
285,124:5,"The 4 USB ports are nice, but the two on the side only work now and then.",PORTS#QUALITY,negative,,0,0
257,213:7,"His language was so bad I swore I was taking the turing test, and it was failing.",SUPPORT#QUALITY,negative,,0,0
263,246:6,"everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.",LAPTOP#GENERAL,positive,,0,0
127,154:5,Nightly my computer defrags itself and runs a virus scan.,LAPTOP#OPERATION_PERFORMANCE,negative,,0,0
8,94:0,"I tell everyone that I know, friends, family and enemies this is the absolute worst computer i have ever used.",LAPTOP#GENERAL,negative,,0,0
60,177:1,Might not make the avid gamer happy but I don't really think that is what this computer is designed for.,LAPTOP#MISCELLANEOUS,neutral,,0,0
216,346:2,"Also, the extended warranty was a problem.",WARRANTY#GENERAL,negative,,0,0
328,346:4,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",LAPTOP#USABILITY,positive,,0,0
252,273:4,I'm learning the finger options for the mousepad that allow for quicker browsing of web pages.,LAPTOP#USABILITY,positive,,0,0
348,202:0,"It has far exceeded my expectations for power, storage, and abilitiy.",LAPTOP#USABILITY,positive,,0,0
57,168:1,"It even has a great webcam, and Skype works very well.",MULTIMEDIA_DEVICES#GENERAL,positive,,0,0
330,298:2,There is nothing to complain about the system.,LAPTOP#GENERAL,positive,,0,0
68,352:6,"sounds like a typewriter, but if you can get past that, this is a great laptop for a little money!",MOUSE#QUALITY,negative,,0,0
325,59:2,Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,POWER_SUPPLY#QUALITY,negative,,0,0
331,310:3,"Apple is always great about the aesthetics of things, they always come up with good looking products.",LAPTOP#DESIGN_FEATURES,positive,,0,0
349,372:5,It is a cheap throw together.,LAPTOP#QUALITY,negative,,0,0
76,308:4,Keyboard was also very nice and had a solid feel.,KEYBOARD#QUALITY,positive,,0,0
46,127:2,"Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another, and I am not kidding you, I called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again, since they make it sound like they don't have your history list of your calls right in front of them.",SUPPORT#QUALITY,negative,,0,0
273,24:9,Currently if I use the laptop I can't sit it on my lap because it will burn my legs.,LAPTOP#QUALITY,negative,,0,0
10,31:11,"If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.",LAPTOP#USABILITY,positive,,0,0
132,343:2,"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.",LAPTOP#DESIGN_FEATURES,negative,,0,0
360,235:1,"I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.",LAPTOP#DESIGN_FEATURES,neutral,,0,0
189,6:15,My Mac has gone from being a trusted friend to an adversary.,LAPTOP#GENERAL,negative,,0,0
80,366:11,LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,LAPTOP#GENERAL,positive,,0,0
267,154:11,In short I would never buy a Compaq again.,COMPANY#GENERAL,negative,,0,0
202,97:10,"Also, I have had alot of trouble with the shift key to go to other lines.",KEYBOARD#OPERATION_PERFORMANCE,negative,,0,0
174,32:3,I tried to upgrade it to a newer version a couple of months ago and I still have the same problem.,SOFTWARE#OPERATION_PERFORMANCE,negative,,0,0
38,5:4,The ease of set up was terrific.,LAPTOP#USABILITY,positive,,0,0
72,257:5,"It is also very lightweight, making transporting this computer very easy.",LAPTOP#PORTABILITY,positive,,0,0
43,164:6,I also travel with it and it never gives me any problems.,LAPTOP#GENERAL,positive,,0,0
45,371:0,This laptop serves all my needs.,LAPTOP#GENERAL,positive,,0,0
220,346:4,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",LAPTOP#USABILITY,positive,,0,0
131,13:1,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,LAPTOP#USABILITY,positive,,0,0
36,189:7,I am just amazed.,LAPTOP#GENERAL,positive,,0,0
334,353:3,"Fast, great visual!",DISPLAY#QUALITY,positive,,0,0
159,28:2,Keyboard good sized and wasy to use.,KEYBOARD#USABILITY,positive,,0,0
237,154:8,"I have Vista, so I am unable to install and uninstall  some programs.",LAPTOP#USABILITY,negative,,0,0
85,104:8,Not worth it one bit.,LAPTOP#GENERAL,negative,,0,0
49,47:1,I couldn't believe how long the battery lasted on a single charge.,BATTERY#OPERATION_PERFORMANCE,positive,,0,0
132,344:2,Great wifi too.,LAPTOP#CONNECTIVITY,positive,,0,0
292,364:2,"The delivery was fast, and I would not hesitate to purchase this laptop again.",SHIPPING#QUALITY,positive,,0,0
366,240:0,"Great product, very easy to use and great graphics.",LAPTOP#USABILITY,positive,,0,0
95,59:1,After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,BATTERY#QUALITY,negative,,0,0
96,373:2,Great product.,LAPTOP#GENERAL,positive,,0,0
72,329:2,Features like the font are very block-like and old school.,LAPTOP#DESIGN_FEATURES,negative,,0,0
162,204:4,"It is easy to use, has great screen quality, and every so light weight.",LAPTOP#USABILITY,positive,,0,0
149,242:1,It's software and speed enable it to do amazing things.,SOFTWARE#GENERAL,positive,,0,0
369,306:2,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",LAPTOP#USABILITY,neutral,,0,0
363,207:2,I homeschool my kids and with this netbook next to my desk we get to teaching and illustrating without skipping a beat.,LAPTOP#MISCELLANEOUS,positive,,0,0
3,336:0,"Needs longer lasting battery, More than 1 to 2 Hrs.",BATTERY#OPERATION_PERFORMANCE,negative,,0,0
303,191:2,"HELP, HELP, OTHER THAN THAT GETS A GREAT LITTLE WONDER.",LAPTOP#GENERAL,positive,,0,0
121,54:6,Its been a year and am still waiting to see what there going to do about my laptop.,SUPPORT#QUALITY,negative,,0,0
338,339:1,"Easy to carry, can be taken anywhere, can be hooked up to printers,headsets.",LAPTOP#CONNECTIVITY,positive,,0,0
160,289:6,Im glad that it has such great features in it.,LAPTOP#DESIGN_FEATURES,positive,,0,0
350,356:6,i tried turning it done but it did nothing.,MOUSE#OPERATION_PERFORMANCE,negative,,0,0
206,275:2,This is perfect for her field.,LAPTOP#MISCELLANEOUS,positive,,0,0
172,350:2,It Was a great deal after all.,LAPTOP#PRICE,positive,,0,0
247,220:3,"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",BATTERY#OPERATION_PERFORMANCE,positive,,0,0
179,41:1,"The 13"" MacBook Pro is portable, durable, and very capable.",LAPTOP#PORTABILITY,positive,,0,0
155,371:2,Price and purpose is awesome!,LAPTOP#MISCELLANEOUS,positive,,0,0
95,353:1,i would have to say that overall its great!,LAPTOP#GENERAL,positive,,0,0
39,173:0,The display is awesome.,DISPLAY#GENERAL,positive,,0,0
332,84:2,"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.",LAPTOP#MISCELLANEOUS,positive,,0,0
167,1:2,It's so nice to look at and the keys are easy to type with.,KEYBOARD#USABILITY,positive,,0,0
85,359:7,"Being only 2 months old, I am not a happy camper!",LAPTOP#GENERAL,negative,,0,0
340,39:11,I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,LAPTOP#PRICE,neutral,,0,0
322,46:2,"Love the graphics, awesome programs (including Garageband), and really cool default background.",SOFTWARE#GENERAL,positive,,0,0
150,375:0,This laptop is a great price and has a sleek look.,LAPTOP#DESIGN_FEATURES,positive,,0,0
53,243:0,It had most of the features and all of the power that I wanted to replace my desktop machine.,LAPTOP#OPERATION_PERFORMANCE,positive,,0,0
31,385:5,It's a great product for a great price!,LAPTOP#PRICE,positive,,0,0
47,230:9,I had something else go wrong and they said it had to be in good working order to be able to buy the warranty.,SUPPORT#QUALITY,negative,,0,0
338,370:0,Excellent product for the money.,LAPTOP#PRICE,neutral,,0,0
327,60:4,I am going to go back and return at Store I bought from!,LAPTOP#GENERAL,negative,,0,0
281,277:2,"The screen takes some getting use to, because it is smaller than the laptop.",DISPLAY#DESIGN_FEATURES,neutral,,0,0
247,372:1,The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,CPU#MISCELLANEOUS,negative,,0,0
289,183:0,I bought this laptop on Saturday and am completely in love with it!,LAPTOP#GENERAL,positive,,0,0
243,230:2,The first fell apart right after the 1-year-warranty.,LAPTOP#QUALITY,negative,,0,0
128,366:12,WOULD PAY MORE FOR IT IF I HAD TOO!,LAPTOP#PRICE,positive,,0,0
211,4:1,Ease of use is just one of the benefits I love about my Mac.,LAPTOP#USABILITY,positive,,0,0
70,48:7,The processor is very quick and effective as I load webpages and applications.,CPU#OPERATION_PERFORMANCE,positive,,0,0
84,347:0,I bought it for really cheap also and it's AMAZING.,LAPTOP#PRICE,positive,,0,0
46,354:0,This is a great little computer for the price.,LAPTOP#GENERAL,positive,,0,0
171,124:0,An absolutely hateful machine that no one should get of their own free will.,LAPTOP#GENERAL,negative,,0,0
214,374:3,That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,SUPPORT#QUALITY,negative,,0,0
159,127:5,"Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.",LAPTOP#QUALITY,negative,,0,0
289,354:0,This is a great little computer for the price.,LAPTOP#PRICE,neutral,,0,0
83,36:5,The display is beyond horrible.,DISPLAY#GENERAL,negative,,0,0
174,53:3,"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",SHIPPING#QUALITY,negative,,0,0
149,43:1,"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.",LAPTOP#QUALITY,negative,,0,0
25,257:5,"It is also very lightweight, making transporting this computer very easy.",LAPTOP#PORTABILITY,positive,,0,0
101,36:0,I think this computer is super lame.,LAPTOP#QUALITY,negative,,0,0
324,213:3,"upon giving them the serial number the first thing I was told, was that it was out of warranty and I could pay to have it repaired even though I had the receipt in front of me proving it still had 2 months left on the warranty.",SUPPORT#QUALITY,negative,,0,0
165,16:2,"I Contacted HP  about this situation and was given excuses, without results.",SUPPORT#QUALITY,negative,,0,0
354,391:15,The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,BATTERY#OPERATION_PERFORMANCE,negative,,0,0
174,128:3,I was so happy with my new Mac.,LAPTOP#GENERAL,negative,,0,0
291,58:8,"iTunes is a handy music-management program, and it is essential for anyone with an iPod.",SOFTWARE#MISCELLANEOUS,positive,,0,0
303,148:0,This computer is good for 10 days then it sucks for the rest of your life.,LAPTOP#QUALITY,negative,,0,0
54,206:0,Good for every day computing and web browsing.,LAPTOP#MISCELLANEOUS,positive,,0,0
173,394:1,This laptop does everything I need it to very well.,LAPTOP#GENERAL,positive,,0,0
306,127:9,Remember to do your research first before consider buying a toshiba product.,COMPANY#GENERAL,negative,,0,0
189,178:0,"The Notebook PC,Toshiba Qosmio is the best gift my father could have ever gotten me.",LAPTOP#GENERAL,positive,,0,0
131,343:1,I finally decided on this laptop because it was the right price for what I need it.,LAPTOP#GENERAL,positive,,0,0
34,266:2,It is truly a Desktop Replacement.,LAPTOP#MISCELLANEOUS,positive,,0,0
11,152:1,The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,MOTHERBOARD#QUALITY,negative,,0,0
55,6:5,Using this machine is like a mild form of torture.,LAPTOP#USABILITY,negative,,0,0
132,393:4,I consider myself an average user and this computer serves my need.,LAPTOP#GENERAL,positive,,0,0
195,90:0,This netbook went bad on me after 3 days.,LAPTOP#QUALITY,negative,,0,0
319,169:0,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",LAPTOP#PRICE,positive,,0,0
277,147:4,I returned the 2nd laptop for a full refund.,LAPTOP#GENERAL,negative,,0,0
47,84:4,Speakers doesn't sound that great.,MULTIMEDIA_DEVICES#QUALITY,negative,,0,0
166,301:4,Once again apple stands alone at the top of the charts.,COMPANY#GENERAL,positive,,0,0
28,40:0,"Let's just get this out of the way, I love Apple!",COMPANY#GENERAL,positive,,0,0
280,11:3,This is now my 3rd MacBook Pro and I really honestly love it!,LAPTOP#GENERAL,positive,,0,0
60,288:7,It would be a load on long trips where a lot of walking is required.,LAPTOP#PORTABILITY,negative,,0,0
81,344:2,Great wifi too.,LAPTOP#CONNECTIVITY,positive,,0,0
353,11:5,The MacBook Pro is very sturdy and versatile.,LAPTOP#QUALITY,positive,,0,0
40,189:10,"If you don't like fingerprints, this might not be the laptop for you.",LAPTOP#QUALITY,negative,,0,0
204,320:1,THIS LAPTOP WAS BAD FROM THE FIRST DAY OF USE----BROUGHT IT BACK TO STORE FOR RETURN OF MONEY.,LAPTOP#QUALITY,negative,,0,0
351,164:4,It has just enough RAM to run smoothly and enough memory to satisfy my needs.,MEMORY#DESIGN_FEATURES,positive,,0,0
40,32:8,"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.",BATTERY#OPERATION_PERFORMANCE,negative,,0,0
4,346:4,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",LAPTOP#USABILITY,positive,,0,0
325,43:3,I would not recommend this product to anyone.,LAPTOP#GENERAL,negative,,0,0
252,267:0,Meets my needs perfectly and is light enough for this senior to carry without affecting my arthritis.,LAPTOP#DESIGN_FEATURES,positive,,0,0
267,55:1,"I love its solid build, light wt and excellent battery life (for now).",LAPTOP#QUALITY,positive,,0,0
394,92:12,I'm tired of the inept service.,SUPPORT#QUALITY,negative,,0,0
8,38:5,I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,LAPTOP#GENERAL,positive,,0,0
19,391:17,The first full charge of this battery got me only about 2 full hours.,BATTERY#OPERATION_PERFORMANCE,negative,,0,0
252,81:0,"Good keyboard, long battery life, largest hard drive and windows 7.",HARD_DISC#DESIGN_FEATURES,positive,,0,0
104,391:19,"The ""Time remaining"" goes from 4 hours plus to less than 2 hours over the span of about 10 minutes.",BATTERY#MISCELLANEOUS,negative,,0,0
55,376:1,Its fast and another thing I like is that it has three USB ports.,LAPTOP#OPERATION_PERFORMANCE,positive,,0,0
368,239:7,"That being said, it still runs video in full screen decently.",DISPLAY#OPERATION_PERFORMANCE,neutral,,0,0
263,24:3,The battery has never worked well.,BATTERY#OPERATION_PERFORMANCE,negative,,0,0
30,154:1,Everything is falling apart internally and externally.,LAPTOP#QUALITY,negative,,0,0
351,93:8,I can guarantee this will be the last Dell I will ever purchase!,LAPTOP#GENERAL,negative,,0,0
294,337:3,That's the downside for me.,LAPTOP#USABILITY,negative,,0,0
361,155:4,TOSHIBA WILL NOT ACKNOWLEDGE THIS PROBLEM.,SUPPORT#QUALITY,negative,,0,0
32,275:0,"I love HP,, it's the only computer/printer we will buy.",LAPTOP#GENERAL,positive,,0,0
50,387:2,The wheel that turns the volume up and down doesn't work in real time.,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,negative,,0,0
191,183:1,It was super easy to set up and Is really easy to get used to.,LAPTOP#USABILITY,positive,,0,0
237,289:10,"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.",LAPTOP#PORTABILITY,negative,,0,0
197,122:12,Don't buy this model.,LAPTOP#GENERAL,negative,,0,0
179,6:15,My Mac has gone from being a trusted friend to an adversary.,LAPTOP#GENERAL,negative,,0,0
139,369:2,"I have found also, it is very easy to be able to access wireless internet access; without having to have extra equipment and/or complicated routes to take to be able to do so.",LAPTOP#CONNECTIVITY,positive,,0,0
295,122:10,Didn't expect to repair it at once!,LAPTOP#QUALITY,negative,,0,0
10,46:0,"I really like the Mac 15.4in. Notebook, but its very pricey.",LAPTOP#GENERAL,positive,,0,0
193,152:1,The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,MOTHERBOARD#QUALITY,negative,,0,0
379,130:2,1st time they got it working the next 5 month they had me send it in.,SUPPORT#QUALITY,negative,,0,0
212,201:4,It has all the features that are necessary for college and if not they are able to be added onto the computer.,LAPTOP#MISCELLANEOUS,positive,,0,0
3,171:0,"Great battery, speed, display.",BATTERY#GENERAL,positive,,0,0
302,342:0,This laptop meets every expectation and Windows 7 is great!,LAPTOP#GENERAL,positive,,0,0
160,85:10,"I love my Apple, it is quick and easy to use.",LAPTOP#USABILITY,positive,,0,0
337,289:4,"If I had to buy another computer, I would most definetly buy an acer one computer.",LAPTOP#GENERAL,positive,,0,0
256,290:0,I bought my macbook a few months ago and it has been my baby ever since.,LAPTOP#GENERAL,positive,,0,0
150,359:2,I have had nothing but problems since the day I took it out of the box!,LAPTOP#GENERAL,negative,,0,0
50,201:7,Its white color is stylish for college students and easy to take to carry and take to classes.,LAPTOP#PORTABILITY,positive,,0,0
174,104:10,"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.",DISPLAY#QUALITY,negative,,0,0
269,22:7,"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.",FANS_COOLING#QUALITY,negative,,0,0
3,8:1,Not good for a person who gets online daily.,LAPTOP#MISCELLANEOUS,negative,,0,0
368,201:9,The internet capabilities are also very strong and picks up signals very easily.,LAPTOP#CONNECTIVITY,positive,,0,0
247,310:3,"Apple is always great about the aesthetics of things, they always come up with good looking products.",LAPTOP#DESIGN_FEATURES,positive,,0,0
382,306:5,"I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, I'd highly recommend checking this out.",LAPTOP#PORTABILITY,positive,,0,0
160,104:7,I had to pay $100 for a universal charger for this cheap $300 laptop.,LAPTOP#MISCELLANEOUS,negative,,0,0
10,112:2,The technical service for dell is so 3rd world it might as well not even bother.,SUPPORT#QUALITY,negative,,0,0
349,69:3,It gives me the power and speed that I need to run all the programs I use to edit.,LAPTOP#OPERATION_PERFORMANCE,positive,,0,0
58,53:3,"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",SUPPORT#QUALITY,positive,,0,0
325,234:2,I was not aware that this product cannot display websites that contain Flash.,LAPTOP#DESIGN_FEATURES,negative,,0,0
206,355:4,All in all great item highly recommend it.,LAPTOP#GENERAL,positive,,0,0
